reviewStatus,compilerDecision,compilerNotes,compilerNumber,recordId,chapter,date,type,title,selectedNaid,selectedCatalogUrl,selectedPdfUrl,scheduleNaids,matchRank,matchScore,matchStatus,matchReasons,candidateId,lane,candidateDate,candidateTitle,candidateNaid,candidatePriority,sourceSeries,candidateCatalogUrl,candidatePdfUrl
,,,3.063,conversation-428082289,Turkey,1992-07-09,Memcon,"Meeting With Prime Minister Suleyman Demirel of Turkey, July 9, 1992",428082289,https://catalog.archives.gov/id/428082289,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-07-09--Demirel.pdf,415892141; 415892142,1,121,Review likely source/context packet,chapter match: Turkey; date signal: 7/9/92; date-range signal: 7/9/92-12/22/92; person signal: demirel; document-type signal: memcon; country signal: turkey; high-value packet,RS 001-002,Requested source pool: Scowcroft Papers,,Presidential Meetings--Memorandum of Conversations 7/9/92-12/22/92,366551685,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551685,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91110-002.pdf
,,,3.063,conversation-428082289,Turkey,1992-07-09,Memcon,"Meeting With Prime Minister Suleyman Demirel of Turkey, July 9, 1992",428082289,https://catalog.archives.gov/id/428082289,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-07-09--Demirel.pdf,415892141; 415892142,2,121,Review likely source/context packet,chapter match: Turkey; date signal: 7/9/92; date-range signal: 7/1/92-7/9/92; person signal: demirel; document-type signal: memcon; country signal: turkey; high-value packet,RS 001-010,Requested source pool: Scowcroft Papers,,Presidential Meetings--Memorandum of Conversations 7/1/92-7/9/92,366551684,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551684,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91110-001.pdf
,,,3.063,conversation-428082289,Turkey,1992-07-09,Memcon,"Meeting With Prime Minister Suleyman Demirel of Turkey, July 9, 1992",428082289,https://catalog.archives.gov/id/428082289,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-07-09--Demirel.pdf,415892141; 415892142,3,107,Review likely source/context packet,same month: 1992-07; date signal: 7/9/92; person signal: demirel; document-type signal: memcon; country signal: turkey; open-first packet,CC 018,Central Chronological Files,1992-07-01,July 1992 [3],470761820,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761820,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30528-001.pdf
,,,3.063,conversation-428082289,Turkey,1992-07-09,Memcon,"Meeting With Prime Minister Suleyman Demirel of Turkey, July 9, 1992",428082289,https://catalog.archives.gov/id/428082289,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-07-09--Demirel.pdf,415892141; 415892142,4,99,Review likely source/context packet,"chapter match: Turkey; same month: 1992-07; date signal: July 9, 1992; person signal: demirel; country signal: turkey; high-value packet",RS 002-017,Requested source pool: Presidential Daily File,1992-07-09 to 1992-07-09,"Thursday, July 9, 1992 [1]",470417893,High-value EastMed lead,Presidential Daily Files,https://catalog.archives.gov/id/470417893,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1992/41-bpr-ootp-daily_files-90695-006.pdf
,,,3.063,conversation-428082289,Turkey,1992-07-09,Memcon,"Meeting With Prime Minister Suleyman Demirel of Turkey, July 9, 1992",428082289,https://catalog.archives.gov/id/428082289,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-07-09--Demirel.pdf,415892141; 415892142,5,89,Review likely source/context packet,chapter match: Turkey; same month: 1992-07; person signal: demirel; document-type signal: memcon; country signal: turkey; open-first packet,CC 026,Central Chronological Files,1992-07-01,July 1992 [4],470761821,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761821,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30528-002.pdf
,,,3.063,conversation-428082289,Turkey,1992-07-09,Memcon,"Meeting With Prime Minister Suleyman Demirel of Turkey, July 9, 1992",428082289,https://catalog.archives.gov/id/428082289,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-07-09--Demirel.pdf,415892141; 415892142,6,69,Review likely source/context packet,same month: 1992-07; person signal: demirel; document-type signal: memcon; country signal: turkey,CC 034,Central Chronological Files,1992-07-01,July 1992 [1],470761818,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761818,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30527-004.pdf
,,,3.064,conversation-428082337,Turkey,1992-08-01,Telcon,"Telephone Conversation with Prime Minister Suleyman Demirel of Turkey, August 1, 1992",428082337,https://catalog.archives.gov/id/428082337,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-08-01--Demirel.pdf,415892188; 415892189,1,99,Review likely source/context packet,"chapter match: Turkey; same month: 1992-08; date signal: August 1, 1992; person signal: demirel; country signal: turkey; high-value packet",RS 002-027,Requested source pool: Presidential Daily File,1992-08-01 to 1992-08-01,"Saturday, August 1, 1992",470417945,High-value EastMed lead,Presidential Daily Files,https://catalog.archives.gov/id/470417945,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1992/41-bpr-ootp-daily_files-90702-006.pdf
,,,3.064,conversation-428082337,Turkey,1992-08-01,Telcon,"Telephone Conversation with Prime Minister Suleyman Demirel of Turkey, August 1, 1992",428082337,https://catalog.archives.gov/id/428082337,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-08-01--Demirel.pdf,415892188; 415892189,2,91,Review likely source/context packet,chapter match: Turkey; date-range signal: 7/10/92-11/5/92; person signal: demirel; document-type signal: telcon; country signal: turkey; high-value packet,RS 001-018,Requested source pool: Scowcroft Papers,,Presidential Telephone Calls--Memorandum of Conversations 7/10/92-11/5/92,366551705,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551705,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91113-005.pdf
,,,3.065,conversation-428082409,Turkey,1992-12-05,Telcon,"Telcon with President Turgut Ozal of Turkey, December 5, 1992",428082409,https://catalog.archives.gov/id/428082409,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-12-05--Ozal.pdf,415892440; 415892441,1,91,Review likely source/context packet,chapter match: Turkey; date-range signal: 11/5/92-1/2/93; person signal: ozal; document-type signal: telcon; country signal: turkey; high-value packet,RS 001-026,Requested source pool: Scowcroft Papers,,Presidential Telephone Calls--Memorandum of Conversations 11/5/92-1/2/93,366551706,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551706,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91113-006.pdf
,,,3.065,conversation-428082409,Turkey,1992-12-05,Telcon,"Telcon with President Turgut Ozal of Turkey, December 5, 1992",428082409,https://catalog.archives.gov/id/428082409,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-12-05--Ozal.pdf,415892440; 415892441,2,81,Review likely source/context packet,chapter match: Turkey; same month: 1992-12; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 052,Central Chronological Files,1992-12-01,December 1992 [3],470761837,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761837,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30531-003.pdf
,,,3.065,conversation-428082409,Turkey,1992-12-05,Telcon,"Telcon with President Turgut Ozal of Turkey, December 5, 1992",428082409,https://catalog.archives.gov/id/428082409,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-12-05--Ozal.pdf,415892440; 415892441,3,77,Review likely source/context packet,same month: 1992-12; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 029,Central Chronological Files,1992-12-01,December 1992 [4],470761838,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761838,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30531-004.pdf
,,,3.065,conversation-428082409,Turkey,1992-12-05,Telcon,"Telcon with President Turgut Ozal of Turkey, December 5, 1992",428082409,https://catalog.archives.gov/id/428082409,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-12-05--Ozal.pdf,415892440; 415892441,4,69,Review likely source/context packet,same month: 1992-12; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 001,Central Chronological Files,1992-12-01,December 1992 [2],470761836,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761836,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30531-002.pdf
,,,3.065,conversation-428082409,Turkey,1992-12-05,Telcon,"Telcon with President Turgut Ozal of Turkey, December 5, 1992",428082409,https://catalog.archives.gov/id/428082409,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-12-05--Ozal.pdf,415892440; 415892441,5,69,Review likely source/context packet,chapter match: Turkey; same month: 1992-12; person signal: ozal; country signal: turkey; high-value packet,RS 002-005,Requested source pool: Presidential Daily File,1992-12-26 to 1992-12-26,"Saturday, December 26, 1992",470418269,High-value EastMed lead,Presidential Daily Files,https://catalog.archives.gov/id/470418269,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1992/41-bpr-ootp-daily_files-90745-004.pdf
,,,3.066,conversation-428082437,Turkey,1992-12-24,Telcon,"Telcon with Suleyman Demirel, Prime Minister of Turkey, December 24, 1992",428082437,https://catalog.archives.gov/id/428082437,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-12-24--Demirel.pdf,415892479,1,91,Review likely source/context packet,chapter match: Turkey; date-range signal: 11/5/92-1/2/93; person signal: demirel; document-type signal: telcon; country signal: turkey; high-value packet,RS 001-026,Requested source pool: Scowcroft Papers,,Presidential Telephone Calls--Memorandum of Conversations 11/5/92-1/2/93,366551706,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551706,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91113-006.pdf
,,,3.066,conversation-428082437,Turkey,1992-12-24,Telcon,"Telcon with Suleyman Demirel, Prime Minister of Turkey, December 24, 1992",428082437,https://catalog.archives.gov/id/428082437,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-12-24--Demirel.pdf,415892479,2,77,Review likely source/context packet,same month: 1992-12; person signal: demirel; document-type signal: telcon; country signal: turkey; open-first packet,CC 029,Central Chronological Files,1992-12-01,December 1992 [4],470761838,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761838,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30531-004.pdf
,,,3.066,conversation-428082437,Turkey,1992-12-24,Telcon,"Telcon with Suleyman Demirel, Prime Minister of Turkey, December 24, 1992",428082437,https://catalog.archives.gov/id/428082437,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-12-24--Demirel.pdf,415892479,3,69,Review likely source/context packet,same month: 1992-12; person signal: demirel; document-type signal: telcon; country signal: turkey,CC 001,Central Chronological Files,1992-12-01,December 1992 [2],470761836,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761836,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30531-002.pdf
,,,3.066,conversation-428082437,Turkey,1992-12-24,Telcon,"Telcon with Suleyman Demirel, Prime Minister of Turkey, December 24, 1992",428082437,https://catalog.archives.gov/id/428082437,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-12-24--Demirel.pdf,415892479,4,69,Review likely source/context packet,chapter match: Turkey; same month: 1992-12; person signal: demirel; country signal: turkey; high-value packet,RS 002-005,Requested source pool: Presidential Daily File,1992-12-26 to 1992-12-26,"Saturday, December 26, 1992",470418269,High-value EastMed lead,Presidential Daily Files,https://catalog.archives.gov/id/470418269,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1992/41-bpr-ootp-daily_files-90745-004.pdf
,,,4.001,conversation-428080191,Regional,1989-09-25,Memcon,"President's Lunch for Allied Representatives, September 25, 1989",428080191,https://catalog.archives.gov/id/428080191,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-09-25--Allied-Representatives.pdf,415890094; 415890095,1,68,Review likely source/context packet,"chapter match: Regional; same month: 1989-09; document-type signal: memcon; country signal: greece, turkey",CC 046,Central Chronological Files,1989-09-01,September 1989 [4],470761658,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761658,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30500-004.pdf
,,,4.001,conversation-428080191,Regional,1989-09-25,Memcon,"President's Lunch for Allied Representatives, September 25, 1989",428080191,https://catalog.archives.gov/id/428080191,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-09-25--Allied-Representatives.pdf,415890094; 415890095,2,61,Review likely source/context packet,date-range signal: 8/1/89-10/23/89; document-type signal: memorandum of conversation; country signal: turkey; high-value packet,RS 001-022,Requested source pool: Scowcroft Papers,,Presidential Telephone Calls--Memorandum of Conversations 8/1/89-10/23/89,366551688,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551688,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91111-003.pdf
